transaction_key,transaction_id,transaction_date,transaction_timestamp,customer_key,location_key,channel,fulfillment_type,subtotal,tax_amount,discount_amount,delivery_fee,total_amount,item_count,total_quantity,payment_method,transaction_status,source_system,created_timestamp
FT_POS_000117,TRX100117,2025-10-07,2025-10-07 15:28:40.776505,,LK_ST007,IN_STORE,IMMEDIATE,98.63,9.86,0.0,0.0,108.49,5,7,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000118,TRX100118,2025-09-27,2025-09-27 02:50:40.776562,,LK_ST009,IN_STORE,IMMEDIATE,384.93,38.49,0.0,0.0,423.42,6,7,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000119,TRX100119,2025-09-28,2025-09-28 00:47:40.776636,,LK_ST007,IN_STORE,IMMEDIATE,56.36,5.64,0.0,0.0,62.0,3,4,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000120,TRX100120,2025-10-16,2025-10-16 05:07:40.776711,,LK_ST009,IN_STORE,IMMEDIATE,180.36,18.04,0.0,0.0,198.4,3,3,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000121,TRX100121,2025-09-21,2025-09-21 09:58:40.776788,,LK_ST008,IN_STORE,IMMEDIATE,454.24,45.42,0.0,0.0,499.66,6,8,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000122,TRX100122,2025-10-01,2025-10-01 00:26:40.776864,,LK_ST012,IN_STORE,IMMEDIATE,79.56,7.56,3.98,0.0,83.14,7,9,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000123,TRX100123,2025-10-05,2025-10-05 16:31:40.776937,,LK_ST002,IN_STORE,IMMEDIATE,238.86,23.89,0.0,0.0,262.75,6,6,PAYWAVE,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000124,TRX100124,2025-09-24,2025-09-24 04:33:40.777030,,LK_ST001,IN_STORE,IMMEDIATE,13.16,1.32,0.0,0.0,14.48,3,4,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000125,TRX100125,2025-10-11,2025-10-11 15:01:40.777164,,LK_ST016,IN_STORE,IMMEDIATE,62.05,6.2,0.0,0.0,68.25,4,5,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000126,TRX100126,2025-10-16,2025-10-16 18:56:40.777257,,LK_ST023,IN_STORE,IMMEDIATE,155.24,14.75,7.76,0.0,162.23,1,2,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000127,TRX100127,2025-10-06,2025-10-06 13:59:40.777333,,LK_ST023,IN_STORE,IMMEDIATE,70.22,7.02,0.0,0.0,77.24,1,1,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000128,TRX100128,2025-09-19,2025-09-19 18:04:40.777408,,LK_ST024,IN_STORE,IMMEDIATE,303.24,30.32,0.0,0.0,333.56,6,7,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000129,TRX100129,2025-10-01,2025-10-01 05:08:40.777481,,LK_ST005,IN_STORE,IMMEDIATE,42.64,4.26,0.0,0.0,46.9,2,2,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000130,TRX100130,2025-09-28,2025-09-28 02:36:40.777557,,LK_ST003,IN_STORE,IMMEDIATE,329.16,29.62,32.92,0.0,325.86,6,6,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000131,TRX100131,2025-09-27,2025-09-27 14:03:40.777639,,LK_ST012,IN_STORE,IMMEDIATE,122.85,12.29,0.0,0.0,135.14,7,9,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000132,TRX100132,2025-09-20,2025-09-20 03:36:40.777685,,LK_ST008,IN_STORE,IMMEDIATE,276.22,26.24,13.81,0.0,288.65,6,7,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000133,TRX100133,2025-10-11,2025-10-11 10:53:40.777735,,LK_ST022,IN_STORE,IMMEDIATE,37.85,3.78,0.0,0.0,41.63,1,1,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000134,TRX100134,2025-10-04,2025-10-04 12:34:40.777788,,LK_ST003,IN_STORE,IMMEDIATE,184.12,18.41,0.0,0.0,202.53,3,4,PAYWAVE,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000135,TRX100135,2025-09-20,2025-09-20 12:06:40.777841,,LK_ST001,IN_STORE,IMMEDIATE,481.25,45.72,24.06,0.0,502.91,6,7,CARD,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000136,TRX100136,2025-09-17,2025-09-17 18:40:40.777899,,LK_ST003,IN_STORE,IMMEDIATE,91.05,9.11,0.0,0.0,100.16,3,5,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000137,TRX100137,2025-09-18,2025-09-18 19:45:40.777940,,LK_ST005,IN_STORE,IMMEDIATE,243.12,23.1,12.16,0.0,254.06,3,4,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000138,TRX100138,2025-09-28,2025-09-28 18:24:40.777991,,LK_ST015,IN_STORE,IMMEDIATE,350.92,31.58,35.09,0.0,347.41,2,4,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000139,TRX100139,2025-10-03,2025-10-03 16:38:40.778036,,LK_ST014,IN_STORE,IMMEDIATE,202.83,19.27,10.14,0.0,211.96,3,3,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000140,TRX100140,2025-09-30,2025-09-30 09:31:40.778128,,LK_ST003,IN_STORE,IMMEDIATE,109.72,10.97,0.0,0.0,120.69,1,2,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000141,TRX100141,2025-09-19,2025-09-19 18:35:40.778156,,LK_ST001,IN_STORE,IMMEDIATE,341.92,32.48,17.1,0.0,357.3,4,4,PAYWAVE,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000142,TRX100142,2025-09-18,2025-09-18 05:34:40.778208,,LK_ST005,IN_STORE,IMMEDIATE,111.7,11.17,0.0,0.0,122.87,4,5,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000143,TRX100143,2025-10-14,2025-10-14 11:17:40.778252,,LK_ST023,IN_STORE,IMMEDIATE,61.95,5.89,3.1,0.0,64.74,5,5,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000144,TRX100144,2025-09-18,2025-09-18 12:46:40.778279,,LK_ST014,IN_STORE,IMMEDIATE,234.64,23.46,0.0,0.0,258.1,7,8,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000145,TRX100145,2025-10-15,2025-10-15 02:15:40.778325,,LK_ST007,IN_STORE,IMMEDIATE,409.5,38.9,20.48,0.0,427.92,6,7,CARD,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000146,TRX100146,2025-09-28,2025-09-28 21:51:40.778369,,LK_ST009,IN_STORE,IMMEDIATE,245.04,24.5,0.0,0.0,269.54,7,8,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000147,TRX100147,2025-09-20,2025-09-20 11:02:40.778417,,LK_ST015,IN_STORE,IMMEDIATE,51.08,5.11,0.0,0.0,56.19,1,2,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000148,TRX100148,2025-09-24,2025-09-24 18:18:40.778469,,LK_ST015,IN_STORE,IMMEDIATE,337.64,33.76,0.0,0.0,371.4,3,4,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000149,TRX100149,2025-09-19,2025-09-19 04:24:40.778498,,LK_ST010,IN_STORE,IMMEDIATE,448.1,42.57,22.4,0.0,468.27,4,5,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000150,TRX100150,2025-09-22,2025-09-22 13:22:40.778525,,LK_ST013,IN_STORE,IMMEDIATE,236.56,23.66,0.0,0.0,260.22,7,8,CASH,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000151,TRX100151,2025-09-23,2025-09-23 12:26:40.778552,,LK_ST019,IN_STORE,IMMEDIATE,80.12,8.01,0.0,0.0,88.13,1,2,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000152,TRX100152,2025-09-19,2025-09-19 03:31:40.778598,,LK_ST007,IN_STORE,IMMEDIATE,125.8,11.95,6.29,0.0,131.46,4,5,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000153,TRX100153,2025-09-22,2025-09-22 20:48:40.778647,,LK_ST017,IN_STORE,IMMEDIATE,130.44,13.04,0.0,0.0,143.48,3,3,PAYWAVE,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000154,TRX100154,2025-10-14,2025-10-14 16:52:40.778695,,LK_ST020,IN_STORE,IMMEDIATE,108.0,10.8,0.0,0.0,118.8,7,9,CARD,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000155,TRX100155,2025-09-19,2025-09-19 21:17:40.778743,,LK_ST004,IN_STORE,IMMEDIATE,9.35,0.94,0.0,0.0,10.29,4,5,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000156,TRX100156,2025-10-16,2025-10-16 08:53:40.778784,,LK_ST005,IN_STORE,IMMEDIATE,209.2,20.92,0.0,0.0,230.12,6,8,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000157,TRX100157,2025-09-23,2025-09-23 21:53:40.778829,,LK_ST023,IN_STORE,IMMEDIATE,23.03,2.3,0.0,0.0,25.33,6,7,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000158,TRX100158,2025-09-23,2025-09-23 21:42:40.778891,,LK_ST007,IN_STORE,IMMEDIATE,343.2,34.32,0.0,0.0,377.52,5,6,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000159,TRX100159,2025-10-02,2025-10-02 07:33:40.778933,,LK_ST013,IN_STORE,IMMEDIATE,312.3,31.23,0.0,0.0,343.53,5,5,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000160,TRX100160,2025-10-12,2025-10-12 14:04:40.778974,,LK_ST015,IN_STORE,IMMEDIATE,8.76,0.88,0.0,0.0,9.64,4,4,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000161,TRX100161,2025-10-03,2025-10-03 12:37:40.779021,,LK_ST011,IN_STORE,IMMEDIATE,155.46,14.77,7.77,0.0,162.46,1,3,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000162,TRX100162,2025-09-30,2025-09-30 05:15:40.779107,,LK_ST004,IN_STORE,IMMEDIATE,397.38,39.74,0.0,0.0,437.12,6,6,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000163,TRX100163,2025-10-11,2025-10-11 11:02:40.779158,,LK_ST013,IN_STORE,IMMEDIATE,7.15,0.72,0.0,0.0,7.87,1,1,CASH,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000164,TRX100164,2025-09-26,2025-09-26 16:37:40.779219,,LK_ST007,IN_STORE,IMMEDIATE,168.15,15.13,16.81,0.0,166.47,1,3,CARD,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000165,TRX100165,2025-09-18,2025-09-18 16:49:40.779261,,LK_ST019,IN_STORE,IMMEDIATE,298.92,29.89,0.0,0.0,328.81,4,4,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000166,TRX100166,2025-09-18,2025-09-18 18:23:40.779300,,LK_ST022,IN_STORE,IMMEDIATE,92.34,9.23,0.0,0.0,101.57,1,2,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000167,TRX100167,2025-10-16,2025-10-16 21:20:40.779334,,LK_ST002,IN_STORE,IMMEDIATE,663.76,63.06,33.19,0.0,693.63,6,8,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000168,TRX100168,2025-09-28,2025-09-28 00:43:40.779373,,LK_ST010,IN_STORE,IMMEDIATE,352.1,31.69,35.21,0.0,348.58,3,5,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000169,TRX100169,2025-10-16,2025-10-16 09:02:40.779403,,LK_ST013,IN_STORE,IMMEDIATE,39.6,3.76,1.98,0.0,41.38,5,6,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000170,TRX100170,2025-09-25,2025-09-25 00:05:40.779435,,LK_ST025,IN_STORE,IMMEDIATE,256.2,24.34,12.81,0.0,267.73,3,3,PAYWAVE,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000171,TRX100171,2025-10-13,2025-10-13 06:47:40.779476,,LK_ST021,IN_STORE,IMMEDIATE,199.98,19.0,10.0,0.0,208.98,1,3,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000172,TRX100172,2025-09-18,2025-09-18 02:51:40.779518,,LK_ST006,IN_STORE,IMMEDIATE,439.45,43.94,0.0,0.0,483.39,3,5,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000173,TRX100173,2025-09-26,2025-09-26 23:50:40.779550,,LK_ST012,IN_STORE,IMMEDIATE,107.24,10.19,5.36,0.0,112.07,6,7,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000174,TRX100174,2025-09-27,2025-09-27 13:41:40.779598,,LK_ST012,IN_STORE,IMMEDIATE,106.26,10.63,0.0,0.0,116.89,6,7,CARD,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000175,TRX100175,2025-09-23,2025-09-23 19:15:40.779764,,LK_ST020,IN_STORE,IMMEDIATE,23.83,2.14,2.38,0.0,23.59,1,1,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000176,TRX100176,2025-09-17,2025-09-17 11:26:40.779839,,LK_ST011,IN_STORE,IMMEDIATE,238.38,23.84,0.0,0.0,262.22,4,6,CARD,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000177,TRX100177,2025-10-03,2025-10-03 12:53:40.779898,,LK_ST023,IN_STORE,IMMEDIATE,119.19,11.92,0.0,0.0,131.11,3,3,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000178,TRX100178,2025-09-30,2025-09-30 17:34:40.779935,,LK_ST025,IN_STORE,IMMEDIATE,281.4,28.14,0.0,0.0,309.54,4,4,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000179,TRX100179,2025-09-30,2025-09-30 22:16:40.779952,,LK_ST007,IN_STORE,IMMEDIATE,265.2,25.19,13.26,0.0,277.13,4,5,CARD,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000180,TRX100180,2025-10-10,2025-10-10 09:40:40.779968,,LK_ST001,IN_STORE,IMMEDIATE,270.44,27.04,0.0,0.0,297.48,2,4,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000181,TRX100181,2025-09-23,2025-09-23 05:16:40.779983,,LK_ST001,IN_STORE,IMMEDIATE,45.96,4.37,2.3,0.0,48.03,1,3,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000182,TRX100182,2025-09-25,2025-09-25 13:42:40.779999,,LK_ST025,IN_STORE,IMMEDIATE,264.95,25.17,13.25,0.0,276.87,5,7,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000183,TRX100183,2025-10-04,2025-10-04 07:59:40.780015,,LK_ST025,IN_STORE,IMMEDIATE,593.32,59.33,0.0,0.0,652.65,6,7,CASH,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000184,TRX100184,2025-09-21,2025-09-21 22:51:40.780030,,LK_ST020,IN_STORE,IMMEDIATE,191.45,18.19,9.57,0.0,200.07,6,7,PAYWAVE,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000185,TRX100185,2025-09-25,2025-09-25 07:14:40.780078,,LK_ST013,IN_STORE,IMMEDIATE,57.88,5.5,2.89,0.0,60.49,1,2,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000186,TRX100186,2025-10-11,2025-10-11 18:04:40.780103,,LK_ST009,IN_STORE,IMMEDIATE,527.68,52.77,0.0,0.0,580.45,7,8,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000187,TRX100187,2025-10-08,2025-10-08 07:44:40.780119,,LK_ST003,IN_STORE,IMMEDIATE,35.2,3.52,0.0,0.0,38.72,7,8,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000188,TRX100188,2025-10-12,2025-10-12 10:08:40.780134,,LK_ST007,IN_STORE,IMMEDIATE,519.3,51.93,0.0,0.0,571.23,7,9,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000189,TRX100189,2025-10-13,2025-10-13 05:27:40.780150,,LK_ST006,IN_STORE,IMMEDIATE,448.85,44.88,0.0,0.0,493.73,5,5,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000190,TRX100190,2025-10-05,2025-10-05 12:32:40.780165,,LK_ST008,IN_STORE,IMMEDIATE,246.56,24.66,0.0,0.0,271.22,6,8,PAYWAVE,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000191,TRX100191,2025-10-07,2025-10-07 14:04:40.780188,,LK_ST009,IN_STORE,IMMEDIATE,18.54,1.67,1.85,0.0,18.36,1,1,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000192,TRX100192,2025-09-21,2025-09-21 05:58:40.780204,,LK_ST005,IN_STORE,IMMEDIATE,168.7,16.87,0.0,0.0,185.57,6,7,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000193,TRX100193,2025-10-10,2025-10-10 10:13:40.780220,,LK_ST001,IN_STORE,IMMEDIATE,225.64,21.44,11.28,0.0,235.8,4,4,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000194,TRX100194,2025-10-04,2025-10-04 15:18:40.780236,,LK_ST019,IN_STORE,IMMEDIATE,331.95,33.2,0.0,0.0,365.15,3,5,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000195,TRX100195,2025-10-07,2025-10-07 23:08:40.780251,,LK_ST010,IN_STORE,IMMEDIATE,348.8,34.88,0.0,0.0,383.68,3,5,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000196,TRX100196,2025-09-21,2025-09-21 14:57:40.780267,,LK_ST012,IN_STORE,IMMEDIATE,49.26,4.68,2.46,0.0,51.48,6,6,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000197,TRX100197,2025-09-17,2025-09-17 22:23:40.780282,,LK_ST024,IN_STORE,IMMEDIATE,126.99,12.06,6.35,0.0,132.7,2,3,PAYWAVE,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000198,TRX100198,2025-09-19,2025-09-19 13:42:40.780298,,LK_ST015,IN_STORE,IMMEDIATE,191.4,19.14,0.0,0.0,210.54,5,6,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000199,TRX100199,2025-10-16,2025-10-16 16:32:40.780314,,LK_ST022,IN_STORE,IMMEDIATE,197.73,19.77,0.0,0.0,217.5,7,9,PAYWAVE,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000200,TRX100200,2025-10-13,2025-10-13 16:59:40.780334,,LK_ST024,IN_STORE,IMMEDIATE,144.7,14.47,0.0,0.0,159.17,5,5,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000201,TRX100201,2025-09-18,2025-09-18 15:14:40.780351,,LK_ST009,IN_STORE,IMMEDIATE,460.44,46.04,0.0,0.0,506.48,5,6,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000202,TRX100202,2025-10-10,2025-10-10 00:49:40.780367,,LK_ST020,IN_STORE,IMMEDIATE,303.5,30.35,0.0,0.0,333.85,4,5,CARD,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000203,TRX100203,2025-10-01,2025-10-01 04:45:40.780383,,LK_ST017,IN_STORE,IMMEDIATE,382.48,38.25,0.0,0.0,420.73,5,7,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000204,TRX100204,2025-10-14,2025-10-14 13:51:40.780398,,LK_ST017,IN_STORE,IMMEDIATE,342.4,34.24,0.0,0.0,376.64,3,4,CARD,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000205,TRX100205,2025-09-24,2025-09-24 21:01:40.780414,,LK_ST020,IN_STORE,IMMEDIATE,121.72,11.56,6.09,0.0,127.19,4,4,CASH,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000206,TRX100206,2025-09-25,2025-09-25 14:20:40.780430,,LK_ST012,IN_STORE,IMMEDIATE,183.48,18.35,0.0,0.0,201.83,1,3,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000207,TRX100207,2025-09-24,2025-09-24 10:27:40.780448,,LK_ST007,IN_STORE,IMMEDIATE,211.4,21.14,0.0,0.0,232.54,5,7,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000208,TRX100208,2025-10-13,2025-10-13 21:05:40.780464,,LK_ST002,IN_STORE,IMMEDIATE,244.1,24.41,0.0,0.0,268.51,5,5,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000209,TRX100209,2025-09-29,2025-09-29 08:33:40.780479,,LK_ST003,IN_STORE,IMMEDIATE,133.32,12.66,6.67,0.0,139.31,1,3,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000210,TRX100210,2025-10-06,2025-10-06 18:26:40.780495,,LK_ST017,IN_STORE,IMMEDIATE,114.96,10.92,5.75,0.0,120.13,5,6,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000211,TRX100211,2025-10-05,2025-10-05 00:51:40.780510,,LK_ST005,IN_STORE,IMMEDIATE,75.1,7.51,0.0,0.0,82.61,1,2,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000212,TRX100212,2025-10-09,2025-10-09 09:32:40.780526,,LK_ST017,IN_STORE,IMMEDIATE,145.04,13.78,7.25,0.0,151.57,4,4,PAYWAVE,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000213,TRX100213,2025-10-09,2025-10-09 02:45:40.780541,,LK_ST024,IN_STORE,IMMEDIATE,49.64,4.96,0.0,0.0,54.6,3,4,PAYWAVE,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000214,TRX100214,2025-10-01,2025-10-01 11:00:40.780557,,LK_ST017,IN_STORE,IMMEDIATE,36.4,3.64,0.0,0.0,40.04,1,1,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000215,TRX100215,2025-09-19,2025-09-19 00:45:40.780572,,LK_ST017,IN_STORE,IMMEDIATE,27.1,2.71,0.0,0.0,29.81,2,2,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000216,TRX100216,2025-10-08,2025-10-08 04:50:40.780587,,LK_ST002,IN_STORE,IMMEDIATE,179.48,17.95,0.0,0.0,197.43,1,2,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000217,TRX100217,2025-10-14,2025-10-14 17:48:40.780603,,LK_ST002,IN_STORE,IMMEDIATE,372.75,35.41,18.64,0.0,389.52,5,5,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000218,TRX100218,2025-10-05,2025-10-05 23:34:40.780618,,LK_ST022,IN_STORE,IMMEDIATE,683.2,64.9,34.16,0.0,713.94,7,8,CARD,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000219,TRX100219,2025-09-18,2025-09-18 05:51:40.780634,,LK_ST023,IN_STORE,IMMEDIATE,56.43,5.64,0.0,0.0,62.07,7,9,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000220,TRX100220,2025-10-05,2025-10-05 16:48:40.780649,,LK_ST005,IN_STORE,IMMEDIATE,446.16,44.62,0.0,0.0,490.78,4,6,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000221,TRX100221,2025-10-05,2025-10-05 19:08:40.780665,,LK_ST001,IN_STORE,IMMEDIATE,58.62,5.86,0.0,0.0,64.48,6,6,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000222,TRX100222,2025-10-07,2025-10-07 12:36:40.780681,,LK_ST001,IN_STORE,IMMEDIATE,246.1,24.61,0.0,0.0,270.71,4,5,CASH,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000223,TRX100223,2025-10-03,2025-10-03 00:09:40.780696,,LK_ST019,IN_STORE,IMMEDIATE,92.75,9.28,0.0,0.0,102.03,6,7,PAYWAVE,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000224,TRX100224,2025-09-23,2025-09-23 17:17:40.780712,,LK_ST002,IN_STORE,IMMEDIATE,474.3,47.43,0.0,0.0,521.73,7,9,PAYWAVE,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000225,TRX100225,2025-09-26,2025-09-26 19:02:40.780727,,LK_ST021,IN_STORE,IMMEDIATE,503.55,50.36,0.0,0.0,553.91,7,9,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000226,TRX100226,2025-10-12,2025-10-12 14:09:40.780743,,LK_ST012,IN_STORE,IMMEDIATE,37.46,3.75,0.0,0.0,41.21,1,2,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000227,TRX100227,2025-10-12,2025-10-12 04:00:40.780758,,LK_ST006,IN_STORE,IMMEDIATE,267.21,26.72,0.0,0.0,293.93,3,3,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000228,TRX100228,2025-09-30,2025-09-30 00:10:40.780774,,LK_ST023,IN_STORE,IMMEDIATE,239.4,23.94,0.0,0.0,263.34,2,4,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000229,TRX100229,2025-09-21,2025-09-21 02:40:40.780789,,LK_ST004,IN_STORE,IMMEDIATE,256.52,24.37,12.83,0.0,268.06,4,4,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000230,TRX100230,2025-09-21,2025-09-21 20:53:40.780805,,LK_ST023,IN_STORE,IMMEDIATE,147.25,14.73,0.0,0.0,161.98,5,5,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000231,TRX100231,2025-10-07,2025-10-07 20:18:40.780820,,LK_ST011,IN_STORE,IMMEDIATE,122.72,11.05,12.27,0.0,121.5,6,8,CARD,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000232,TRX100232,2025-09-30,2025-09-30 12:59:40.780835,,LK_ST024,IN_STORE,IMMEDIATE,41.9,4.19,0.0,0.0,46.09,5,5,CARD,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000233,TRX100233,2025-09-26,2025-09-26 13:27:40.780852,,LK_ST017,IN_STORE,IMMEDIATE,96.99,9.21,4.85,0.0,101.35,3,3,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000234,TRX100234,2025-10-10,2025-10-10 22:10:40.780875,,LK_ST006,IN_STORE,IMMEDIATE,206.99,19.66,10.35,0.0,216.3,6,7,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000235,TRX100235,2025-09-27,2025-09-27 05:16:40.780897,,LK_ST024,IN_STORE,IMMEDIATE,33.52,3.35,0.0,0.0,36.87,4,4,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
